Site,Plot,Treatment,Date,"Time, GMT+11:00","Temp, ÁC (SEN S/N: 9818218, LBL: Ambient)","RH, % (SEN S/N: 9818218)","DewPt, ÁC (SEN S/N: 9818218)","Temp, ÁC (SEN S/N: 9824740, LBL: 3cmBG)","Water Content, m?/m? (SEN S/N: 9833758, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9833760, LBL: 10cmBG)"
ITEX2.0,2,OTC,20/05/12,12:42:43,12.122,50.8,2.2,3.538,0.0962,0.2523
ITEX2.0,2,OTC,20/05/12,13:42:44,11.71,56.4,3.3,7.242,0.0969,0.2523
ITEX2.0,2,OTC,20/05/12,14:42:45,11.419,57.2,3.3,8.891,0.0983,0.2523
ITEX2.0,2,OTC,20/05/12,15:42:46,9.78,63.3,3.2,7.745,0.0983,0.2523
ITEX2.0,2,OTC,20/05/12,16:42:47,7.419,72.8,2.9,6.204,0.0983,0.253
ITEX2.0,2,OTC,20/05/12,17:42:48,2.45,80.8,-0.5,4.532,0.0976,0.253
ITEX2.0,2,OTC,20/05/12,18:42:49,-0.902,87.4,-2.7,2.182,0.0962,0.253
ITEX2.0,2,OTC,20/05/12,19:42:50,-3.508,89.9,-4.9,1.208,0.0954,0.253
ITEX2.0,2,OTC,20/05/12,20:42:51,-5.449,87.8,-7.2,0.246,0.0947,0.253
ITEX2.0,2,OTC,20/05/12,21:42:52,-5.854,89.5,-7.3,-0.088,0.0947,0.2523
ITEX2.0,2,OTC,20/05/12,22:42:53,-6.515,88.8,-8.1,-0.339,0.094,0.2523
ITEX2.0,2,OTC,20/05/12,23:42:54,-7.219,87.9,-8.9,-0.563,0.0933,0.2523
ITEX2.0,2,OTC,21/05/12,00:42:55,-1.929,97.1,-2.3,-0.507,0.094,0.2516
ITEX2.0,2,OTC,21/05/12,01:42:56,-0.507,99.1,-0.6,-0.367,0.094,0.2516
ITEX2.0,2,OTC,21/05/12,02:42:57,-0.986,99.6,-1,-0.227,0.094,0.2516
ITEX2.0,2,OTC,21/05/12,03:42:58,-1.441,99,-1.6,-0.283,0.094,0.2516
ITEX2.0,2,OTC,21/05/12,04:42:59,-1.958,98.6,-2.2,-0.395,0.094,0.2516
ITEX2.0,2,OTC,21/05/12,05:43:00,-2.16,98.1,-2.4,-0.479,0.094,0.2516
ITEX2.0,2,OTC,21/05/12,06:43:01,-1.785,99.8,-1.8,-0.451,0.094,0.2516
ITEX2.0,2,OTC,21/05/12,07:43:02,-2.305,99.5,-2.4,-0.479,0.094,0.2516
ITEX2.0,2,OTC,21/05/12,08:43:03,-1.986,95.9,-2.6,-0.563,0.094,0.2516
ITEX2.0,2,OTC,21/05/12,09:43:04,2.61,95.2,1.9,-0.283,0.0947,0.2509
ITEX2.0,2,OTC,21/05/12,10:43:05,5.05,85.7,2.9,-0.06,0.0947,0.2509
ITEX2.0,2,OTC,21/05/12,11:43:06,5.668,75.9,1.8,0.329,0.0947,0.2509
ITEX2.0,2,OTC,21/05/12,12:43:07,7.015,71.8,2.3,2.074,0.0947,0.2509
ITEX2.0,2,OTC,21/05/12,13:43:08,7.469,68,2,5.385,0.0962,0.2509
ITEX2.0,2,OTC,21/05/12,14:43:09,6.864,68.1,1.4,6.813,0.0962,0.2523
ITEX2.0,2,OTC,21/05/12,15:43:10,5.693,72.2,1.1,5.693,0.0962,0.2523
ITEX2.0,2,OTC,21/05/12,16:43:11,5.05,71.5,0.3,4.272,0.0962,0.2523
ITEX2.0,2,OTC,21/05/12,17:43:12,-0.255,83.3,-2.7,2.717,0.0954,0.2523
ITEX2.0,2,OTC,21/05/12,18:43:13,-1.356,94.4,-2.1,1.044,0.0947,0.2523
ITEX2.0,2,OTC,21/05/12,19:43:14,-1.613,90.6,-3,0.246,0.094,0.2523
ITEX2.0,2,OTC,21/05/12,20:43:15,-1.299,96,-1.9,0.163,0.094,0.2516
ITEX2.0,2,OTC,21/05/12,21:43:16,-1.47,98.3,-1.7,0.19,0.094,0.2516
ITEX2.0,2,OTC,21/05/12,22:43:17,-2.218,98.2,-2.5,0.024,0.0933,0.2516
ITEX2.0,2,OTC,21/05/12,23:43:18,-1.9,96.8,-2.3,-0.116,0.0933,0.2516
ITEX2.0,2,OTC,22/05/12,00:43:19,-1.157,96.4,-1.7,-0.143,0.0933,0.2516
ITEX2.0,2,OTC,22/05/12,01:43:20,-0.563,96.2,-1.1,-0.143,0.094,0.2516
ITEX2.0,2,OTC,22/05/12,02:43:21,-0.143,94.5,-0.9,-0.143,0.0933,0.2516
ITEX2.0,2,OTC,22/05/12,03:43:22,0.024,93.7,-0.9,-0.116,0.0933,0.2516
ITEX2.0,2,OTC,22/05/12,04:43:23,0.412,94.9,-0.3,-0.032,0.0933,0.2509
ITEX2.0,2,OTC,22/05/12,05:43:24,0.273,95.9,-0.3,0.024,0.0933,0.2509
ITEX2.0,2,OTC,22/05/12,06:43:25,0.079,95.7,-0.5,0.024,0.0933,0.2509
ITEX2.0,2,OTC,22/05/12,07:43:26,0.329,95,-0.4,0.024,0.0933,0.2509
ITEX2.0,2,OTC,22/05/12,08:43:27,0.605,94.7,-0.1,0.079,0.0933,0.2509
ITEX2.0,2,OTC,22/05/12,09:43:28,2.074,93.8,1.2,0.19,0.0933,0.2509
ITEX2.0,2,OTC,22/05/12,10:43:29,2.717,88.2,1,1.967,0.0933,0.2509
ITEX2.0,2,OTC,22/05/12,11:43:30,3.985,88.1,2.2,4.402,0.094,0.2509
ITEX2.0,2,OTC,22/05/12,12:43:31,2.77,88.9,1.1,5.36,0.0947,0.2509
ITEX2.0,2,OTC,22/05/12,13:43:32,1.778,92,0.6,4.792,0.0947,0.2509
ITEX2.0,2,OTC,22/05/12,14:43:33,2.074,95.3,1.4,3.958,0.094,0.2516
ITEX2.0,2,OTC,22/05/12,15:43:34,2.744,91.8,1.5,4.141,0.094,0.2516
ITEX2.0,2,OTC,22/05/12,16:43:35,1.805,92,0.6,3.88,0.094,0.2516
ITEX2.0,2,OTC,22/05/12,17:43:36,1.371,95.2,0.7,2.877,0.094,0.2516
ITEX2.0,2,OTC,22/05/12,18:43:37,1.262,97.7,0.9,2.101,0.0933,0.2516
ITEX2.0,2,OTC,22/05/12,19:43:38,1.561,98.8,1.4,2.074,0.0933,0.2509
ITEX2.0,2,OTC,22/05/12,20:43:39,1.235,98.3,1,2.047,0.0933,0.2509
ITEX2.0,2,OTC,22/05/12,21:43:40,1.534,99.3,1.4,2.074,0.0933,0.2516
ITEX2.0,2,OTC,22/05/12,22:43:41,1.615,98,1.3,2.074,0.0933,0.2509
ITEX2.0,2,OTC,22/05/12,23:43:42,1.615,96.8,1.2,2.021,0.0933,0.2509
ITEX2.0,2,OTC,23/05/12,00:43:43,1.615,96.5,1.1,1.967,0.0933,0.2509
ITEX2.0,2,OTC,23/05/12,01:43:44,1.453,96.2,0.9,1.751,0.0933,0.2509
ITEX2.0,2,OTC,23/05/12,02:43:45,1.534,96.5,1,1.561,0.0933,0.2509
ITEX2.0,2,OTC,23/05/12,03:43:46,1.425,94.9,0.7,1.344,0.0933,0.2509
ITEX2.0,2,OTC,23/05/12,04:43:47,1.262,95.4,0.6,1.208,0.0925,0.2509
ITEX2.0,2,OTC,23/05/12,05:43:48,1.044,96.7,0.6,0.989,0.0933,0.2509
ITEX2.0,2,OTC,23/05/12,06:43:49,1.071,96.6,0.6,0.825,0.0925,0.2509
ITEX2.0,2,OTC,23/05/12,07:43:50,0.825,97.1,0.4,1.099,0.0925,0.2501
ITEX2.0,2,OTC,23/05/12,08:43:51,0.797,98.3,0.6,1.208,0.0933,0.2509
ITEX2.0,2,OTC,23/05/12,09:43:52,2.744,94.5,1.9,1.425,0.0933,0.2501
ITEX2.0,2,OTC,23/05/12,10:43:53,3.827,86.8,1.8,2.289,0.0933,0.2501
ITEX2.0,2,OTC,23/05/12,11:43:54,4.428,83.3,1.8,3.406,0.0933,0.2501
ITEX2.0,2,OTC,23/05/12,12:43:55,4.636,80.4,1.6,4.921,0.094,0.2509
ITEX2.0,2,OTC,23/05/12,13:43:56,5.924,80.8,2.9,5.36,0.0933,0.2509
ITEX2.0,2,OTC,23/05/12,14:43:57,6.509,73.4,2.1,6.357,0.094,0.2516
ITEX2.0,2,OTC,23/05/12,15:43:58,5.205,74.2,1,5.745,0.094,0.2516
ITEX2.0,2,OTC,23/05/12,16:43:59,3.643,81.8,0.8,4.688,0.0947,0.2516
ITEX2.0,2,OTC,23/05/12,17:44:00,2.61,86.5,0.6,3.354,0.094,0.2516
ITEX2.0,2,OTC,23/05/12,18:44:01,1.886,89.8,0.4,2.182,0.0925,0.2516
ITEX2.0,2,OTC,23/05/12,19:44:02,1.913,89.6,0.4,1.67,0.0925,0.2516
ITEX2.0,2,OTC,23/05/12,20:44:03,2.503,86.3,0.4,1.453,0.0925,0.2509
ITEX2.0,2,OTC,23/05/12,21:44:04,3.089,83.1,0.5,1.507,0.0925,0.2509
ITEX2.0,2,OTC,23/05/12,22:44:05,3.643,79.9,0.5,1.778,0.0925,0.2509
ITEX2.0,2,OTC,23/05/12,23:44:06,4.22,77.9,0.7,2.047,0.0918,0.2509
ITEX2.0,2,OTC,24/05/12,00:44:07,4.063,77.1,0.4,2.289,0.0918,0.2509
ITEX2.0,2,OTC,24/05/12,01:44:08,3.617,78.5,0.2,2.182,0.0918,0.2509
ITEX2.0,2,OTC,24/05/12,02:44:09,3.88,79.6,0.7,2.101,0.0918,0.2509
ITEX2.0,2,OTC,24/05/12,03:44:10,3.168,81.5,0.3,2.316,0.0918,0.2509
ITEX2.0,2,OTC,24/05/12,04:44:11,3.406,83.9,0.9,2.316,0.0918,0.2509
ITEX2.0,2,OTC,24/05/12,05:44:12,3.512,82.5,0.8,2.45,0.0918,0.2509
ITEX2.0,2,OTC,24/05/12,06:44:13,3.274,82.6,0.6,2.316,0.0918,0.2516
ITEX2.0,2,OTC,24/05/12,07:44:14,2.396,84.4,0,2.101,0.0918,0.2516
ITEX2.0,2,OTC,24/05/12,08:44:15,2.61,87,0.7,1.967,0.0918,0.2509
ITEX2.0,2,OTC,24/05/12,09:44:16,4.246,85.3,2,2.45,0.0918,0.2509
ITEX2.0,2,OTC,24/05/12,10:44:17,3.985,87,2,3.906,0.0918,0.2509
ITEX2.0,2,OTC,24/05/12,11:44:18,6.636,83.3,4,5.102,0.0918,0.2509
ITEX2.0,2,OTC,24/05/12,12:44:19,7.192,75.6,3.2,6.712,0.0925,0.2509
ITEX2.0,2,OTC,24/05/12,13:44:20,5.924,78.9,2.5,6.23,0.0925,0.2509
ITEX2.0,2,OTC,24/05/12,14:44:21,4.22,89.8,2.7,5.462,0.0933,0.2509
ITEX2.0,2,OTC,24/05/12,15:44:22,3.433,98.3,3.2,4.532,0.0933,0.2509
ITEX2.0,2,OTC,24/05/12,16:44:23,2.903,99.6,2.8,4.037,0.0933,0.2501
ITEX2.0,2,OTC,24/05/12,17:44:24,2.343,100,2.3,3.221,0.0933,0.2501
ITEX2.0,2,OTC,24/05/12,18:44:25,2.69,100,2.7,2.956,0.0933,0.2501
ITEX2.0,2,OTC,24/05/12,19:44:26,2.477,100,2.5,3.009,0.0933,0.2501
ITEX2.0,2,OTC,24/05/12,20:44:27,2.797,100,2.8,3.036,0.0925,0.2501
ITEX2.0,2,OTC,24/05/12,21:44:28,2.93,100,2.9,3.168,0.0933,0.2501
ITEX2.0,2,OTC,24/05/12,22:44:29,1.724,100,1.7,2.637,0.0933,0.2501
ITEX2.0,2,OTC,24/05/12,23:44:30,1.561,100,1.6,1.994,0.094,0.2501
ITEX2.0,2,OTC,25/05/12,00:44:31,0.024,100,0,1.643,0.0962,0.2509
ITEX2.0,2,OTC,25/05/12,01:44:32,0.19,100,0.2,1.126,0.0998,0.2509
ITEX2.0,2,OTC,25/05/12,02:44:33,0.467,100,0.5,1.208,0.102,0.2509
ITEX2.0,2,OTC,25/05/12,03:44:34,-0.004,100,0,0.77,0.1049,0.2516
ITEX2.0,2,OTC,25/05/12,04:44:35,-0.06,100,-0.1,1.017,0.1056,0.2516
ITEX2.0,2,OTC,25/05/12,05:44:36,-0.143,100,-0.1,1.126,0.1063,0.2523
ITEX2.0,2,OTC,25/05/12,06:44:37,-0.732,100,-0.7,1.18,0.1071,0.2523
ITEX2.0,2,OTC,25/05/12,07:44:38,-1.527,100,-1.5,1.071,0.1071,0.253
ITEX2.0,2,OTC,25/05/12,08:44:39,-1.929,100,-1.9,0.88,0.1078,0.2538
ITEX2.0,2,OTC,25/05/12,09:44:40,-1.814,100,-1.8,0.55,0.1078,0.2538
ITEX2.0,2,OTC,25/05/12,10:44:41,-2.45,100,-2.5,0.273,0.1078,0.2545
ITEX2.0,2,OTC,25/05/12,11:44:42,-2.45,100,-2.5,0.163,0.1085,0.2552
ITEX2.0,2,OTC,25/05/12,12:44:43,-2.131,100,-2.1,0.135,0.1085,0.2552
ITEX2.0,2,OTC,25/05/12,13:44:44,-2.508,100,-2.5,0.107,0.1085,0.2552
ITEX2.0,2,OTC,25/05/12,14:44:45,-2.508,100,-2.5,0.051,0.1085,0.256
ITEX2.0,2,OTC,25/05/12,15:44:46,-2.305,100,-2.3,0.024,0.1085,0.2567
ITEX2.0,2,OTC,25/05/12,16:44:47,-2.479,100,-2.5,-0.004,0.1078,0.2567
ITEX2.0,2,OTC,25/05/12,17:44:48,-2.596,100,-2.6,-0.06,0.1078,0.2567
ITEX2.0,2,OTC,25/05/12,18:44:49,-2.537,100,-2.5,-0.088,0.1078,0.2567
ITEX2.0,2,OTC,25/05/12,19:44:50,-2.189,100,-2.2,-0.088,0.1078,0.2567
ITEX2.0,2,OTC,25/05/12,20:44:51,-1.9,100,-1.9,-0.06,0.1078,0.2567
ITEX2.0,2,OTC,25/05/12,21:44:52,-1.67,100,-1.7,-0.032,0.1078,0.2567
ITEX2.0,2,OTC,25/05/12,22:44:53,-1.498,100,-1.5,-0.032,0.1078,0.2567
ITEX2.0,2,OTC,25/05/12,23:44:54,-1.413,100,-1.4,-0.004,0.1078,0.2574
ITEX2.0,2,OTC,26/05/12,00:44:55,-1.498,100,-1.5,-0.032,0.1071,0.2574
ITEX2.0,2,OTC,26/05/12,01:44:56,-1.584,100,-1.6,-0.004,0.1071,0.2574
ITEX2.0,2,OTC,26/05/12,02:44:57,-1.641,100,-1.6,-0.032,0.1071,0.2574
ITEX2.0,2,OTC,26/05/12,03:44:58,-1.67,100,-1.7,-0.032,0.1071,0.2574
ITEX2.0,2,OTC,26/05/12,04:44:59,-1.527,100,-1.5,-0.032,0.1071,0.2574
ITEX2.0,2,OTC,26/05/12,05:45:00,-1.584,100,-1.6,-0.004,0.1071,0.2574
ITEX2.0,2,OTC,26/05/12,06:45:01,-1.556,100,-1.6,-0.004,0.1071,0.2574
ITEX2.0,2,OTC,26/05/12,07:45:02,-1.384,100,-1.4,0.024,0.1063,0.2574
ITEX2.0,2,OTC,26/05/12,08:45:03,-1.356,100,-1.4,-0.004,0.1071,0.2574
ITEX2.0,2,OTC,26/05/12,09:45:04,-1.213,100,-1.2,-0.004,0.1071,0.2574
ITEX2.0,2,OTC,26/05/12,10:45:05,-1.015,100,-1,-0.004,0.1063,0.2574
ITEX2.0,2,OTC,26/05/12,11:45:06,-0.676,100,-0.7,0.024,0.1063,0.2574
ITEX2.0,2,OTC,26/05/12,12:45:07,-0.283,100,-0.3,0.024,0.1063,0.2574
ITEX2.0,2,OTC,26/05/12,13:45:08,-0.116,100,-0.1,0.024,0.1063,0.2574
ITEX2.0,2,OTC,26/05/12,14:45:09,-0.06,100,-0.1,0.024,0.1063,0.2574
ITEX2.0,2,OTC,26/05/12,15:45:10,-0.06,100,-0.1,0.024,0.1063,0.2574
ITEX2.0,2,OTC,26/05/12,16:45:11,-0.032,100,0,0.051,0.1063,0.2574
ITEX2.0,2,OTC,26/05/12,17:45:12,-0.032,100,0,0.051,0.1063,0.2574
ITEX2.0,2,OTC,26/05/12,18:45:13,-0.032,100,0,0.079,0.1063,0.2574
ITEX2.0,2,OTC,26/05/12,19:45:14,-0.032,100,0,0.079,0.1063,0.2574
ITEX2.0,2,OTC,26/05/12,20:45:15,-0.032,100,0,0.107,0.1071,0.2574
ITEX2.0,2,OTC,26/05/12,21:45:16,-0.004,100,0,0.135,0.1071,0.2574
ITEX2.0,2,OTC,26/05/12,22:45:17,-0.004,100,0,0.135,0.1078,0.2581
ITEX2.0,2,OTC,26/05/12,23:45:18,0.024,100,0,0.19,0.1085,0.2581
ITEX2.0,2,OTC,27/05/12,00:45:19,0.051,100,0,0.218,0.1085,0.2574
ITEX2.0,2,OTC,27/05/12,01:45:20,0.051,100,0,0.273,0.1092,0.2574
ITEX2.0,2,OTC,27/05/12,02:45:21,0.079,100,0.1,0.301,0.11,0.2581
ITEX2.0,2,OTC,27/05/12,03:45:22,0.079,100,0.1,0.329,0.1107,0.2574
ITEX2.0,2,OTC,27/05/12,04:45:23,0.079,100,0.1,0.356,0.1107,0.2581
ITEX2.0,2,OTC,27/05/12,05:45:24,0.107,100,0.1,0.439,0.1107,0.2574
ITEX2.0,2,OTC,27/05/12,06:45:25,0.107,100,0.1,0.522,0.1107,0.2574
ITEX2.0,2,OTC,27/05/12,07:45:26,0.135,100,0.1,0.577,0.1107,0.2574
ITEX2.0,2,OTC,27/05/12,08:45:27,0.135,100,0.1,0.632,0.1107,0.2574
ITEX2.0,2,OTC,27/05/12,09:45:28,0.19,100,0.2,0.66,0.1107,0.2581
ITEX2.0,2,OTC,27/05/12,10:45:29,0.329,100,0.3,0.715,0.1114,0.2581
ITEX2.0,2,OTC,27/05/12,11:45:30,0.467,100,0.5,0.77,0.1107,0.2581
ITEX2.0,2,OTC,27/05/12,12:45:31,0.797,100,0.8,0.825,0.1114,0.2581
ITEX2.0,2,OTC,27/05/12,13:45:32,1.371,100,1.4,0.852,0.1448,0.2843
ITEX2.0,2,OTC,27/05/12,14:45:33,1.805,100,1.8,0.852,0.1456,0.3003
ITEX2.0,2,OTC,27/05/12,15:45:34,1.832,100,1.8,0.88,0.1506,0.3068
ITEX2.0,2,OTC,27/05/12,16:45:35,1.48,100,1.5,0.88,0.1492,0.3082
ITEX2.0,2,OTC,27/05/12,17:45:36,0.632,100,0.6,0.907,0.1456,0.3032
ITEX2.0,2,OTC,27/05/12,18:45:37,-0.004,100,0,0.934,0.1397,0.2974
ITEX2.0,2,OTC,27/05/12,19:45:38,-0.004,100,0,0.962,0.1339,0.2923
ITEX2.0,2,OTC,27/05/12,20:45:39,-0.06,100,-0.1,0.989,0.131,0.2886
ITEX2.0,2,OTC,27/05/12,21:45:40,-0.088,100,-0.1,1.017,0.1296,0.2865
ITEX2.0,2,OTC,27/05/12,22:45:41,-0.116,100,-0.1,1.017,0.1281,0.2843
ITEX2.0,2,OTC,27/05/12,23:45:42,-0.283,99.8,-0.3,1.017,0.1274,0.2828
ITEX2.0,2,OTC,28/05/12,00:45:43,-0.423,99.7,-0.5,1.017,0.1259,0.2806
ITEX2.0,2,OTC,28/05/12,01:45:44,-0.648,99.5,-0.7,1.017,0.1252,0.2799
ITEX2.0,2,OTC,28/05/12,02:45:45,-0.817,99.5,-0.9,1.044,0.1252,0.2785
ITEX2.0,2,OTC,28/05/12,03:45:46,-0.845,99.9,-0.9,1.017,0.1245,0.2777
ITEX2.0,2,OTC,28/05/12,04:45:47,-1.185,99.9,-1.2,0.989,0.1238,0.2763
ITEX2.0,2,OTC,28/05/12,05:45:48,-1.015,100,-1,0.989,0.1238,0.2756
ITEX2.0,2,OTC,28/05/12,06:45:49,-0.648,100,-0.7,1.017,0.123,0.2748
ITEX2.0,2,OTC,28/05/12,07:45:50,-0.507,100,-0.5,1.017,0.123,0.2741
ITEX2.0,2,OTC,28/05/12,08:45:51,-0.227,100,-0.2,1.044,0.1223,0.2734
ITEX2.0,2,OTC,28/05/12,09:45:52,0.079,100,0.1,1.044,0.1223,0.2734
ITEX2.0,2,OTC,28/05/12,10:45:53,0.19,100,0.2,1.071,0.1223,0.2727
ITEX2.0,2,OTC,28/05/12,11:45:54,2.101,100,2.1,1.126,0.1216,0.2727
ITEX2.0,2,OTC,28/05/12,12:45:55,3.459,97,3,1.208,0.1223,0.2719
ITEX2.0,2,OTC,28/05/12,13:45:56,5.693,95,5,1.18,0.1296,0.2727
ITEX2.0,2,OTC,28/05/12,14:45:57,5.821,93.9,4.9,1.18,0.1434,0.2872
ITEX2.0,2,OTC,28/05/12,15:45:58,5.975,87.1,4,1.126,0.1499,0.3024
ITEX2.0,2,OTC,28/05/12,16:45:59,4.947,83.4,2.4,1.071,0.1485,0.3032
ITEX2.0,2,OTC,28/05/12,17:46:00,1.913,90.9,0.6,1.044,0.147,0.2988
ITEX2.0,2,OTC,28/05/12,18:46:01,0.605,98,0.3,1.071,0.1441,0.2952
ITEX2.0,2,OTC,28/05/12,19:46:02,-0.451,98,-0.7,1.071,0.1412,0.2923
ITEX2.0,2,OTC,28/05/12,20:46:03,-2.625,96.7,-3.1,1.071,0.1383,0.2901
ITEX2.0,2,OTC,28/05/12,21:46:04,-3.538,96.9,-4,1.071,0.1361,0.2872
ITEX2.0,2,OTC,28/05/12,22:46:05,-4.743,95.2,-5.4,1.071,0.1339,0.2857
ITEX2.0,2,OTC,28/05/12,23:46:06,-5.667,94.1,-6.5,1.071,0.1325,0.2836
ITEX2.0,2,OTC,29/05/12,00:46:07,-5.916,94.5,-6.7,1.044,0.131,0.2821
ITEX2.0,2,OTC,29/05/12,01:46:08,-6.168,94.3,-6.9,0.989,0.1303,0.2806
ITEX2.0,2,OTC,29/05/12,02:46:09,-6.294,94.2,-7.1,0.852,0.1296,0.2792
ITEX2.0,2,OTC,29/05/12,03:46:10,-6.834,92.5,-7.9,0.605,0.1281,0.2777
ITEX2.0,2,OTC,29/05/12,04:46:11,-6.802,92.6,-7.8,0.356,0.1274,0.277
ITEX2.0,2,OTC,29/05/12,05:46:12,-6.962,92.1,-8,0.218,0.1267,0.277
ITEX2.0,2,OTC,29/05/12,06:46:13,-7.026,91.9,-8.1,0.135,0.1259,0.2756
ITEX2.0,2,OTC,29/05/12,07:46:14,-7.122,91.6,-8.3,0.107,0.1252,0.2748
ITEX2.0,2,OTC,29/05/12,08:46:15,-6.738,91.9,-7.8,0.051,0.1245,0.2748
ITEX2.0,2,OTC,29/05/12,09:46:16,-0.535,96.5,-1,-0.004,0.1245,0.2741
ITEX2.0,2,OTC,29/05/12,10:46:17,5.179,80.2,2.1,-0.032,0.1238,0.2727
ITEX2.0,2,OTC,29/05/12,11:46:18,6.408,57.8,-1.3,-0.004,0.1238,0.2719
ITEX2.0,2,OTC,29/05/12,12:46:19,7.268,52.3,-1.8,0.024,0.1485,0.2785
ITEX2.0,2,OTC,29/05/12,13:46:20,10.075,48.8,-0.2,0.051,0.1535,0.2879
ITEX2.0,2,OTC,29/05/12,14:46:21,11.977,49.4,1.7,0.079,0.1535,0.293
ITEX2.0,2,OTC,29/05/12,15:46:22,12.05,46.8,1,0.163,0.1506,0.2923
ITEX2.0,2,OTC,29/05/12,16:46:23,9.262,52.6,0.1,0.329,0.1477,0.2915
ITEX2.0,2,OTC,29/05/12,17:46:24,2.262,65.4,-3.6,0.55,0.1456,0.2901
ITEX2.0,2,OTC,29/05/12,18:46:25,-2.102,83.4,-4.5,0.66,0.1434,0.2886
ITEX2.0,2,OTC,29/05/12,19:46:26,-3.33,88.1,-5,0.715,0.1405,0.2865
ITEX2.0,2,OTC,29/05/12,20:46:27,-3.836,90.9,-5.1,0.742,0.139,0.285
ITEX2.0,2,OTC,29/05/12,21:46:28,-4.926,90.3,-6.3,0.715,0.1368,0.2836
ITEX2.0,2,OTC,29/05/12,22:46:29,-5.574,91.1,-6.8,0.577,0.1354,0.2821
ITEX2.0,2,OTC,29/05/12,23:46:30,-5.636,90.7,-6.9,0.329,0.1347,0.2806
ITEX2.0,2,OTC,30/05/12,00:46:31,-6.042,91,-7.3,0.163,0.1332,0.2792
ITEX2.0,2,OTC,30/05/12,01:46:32,-5.979,91.7,-7.1,0.107,0.1325,0.2777
ITEX2.0,2,OTC,30/05/12,02:46:33,-5.854,89,-7.4,0.079,0.1318,0.277
ITEX2.0,2,OTC,30/05/12,03:46:34,-6.105,90,-7.5,0.024,0.1303,0.2763
ITEX2.0,2,OTC,30/05/12,04:46:35,-6.168,90,-7.6,-0.004,0.1296,0.2756
ITEX2.0,2,OTC,30/05/12,05:46:36,-6.168,90.7,-7.5,-0.032,0.1296,0.2748
ITEX2.0,2,OTC,30/05/12,06:46:37,-6.325,89.8,-7.7,-0.06,0.1281,0.2748
ITEX2.0,2,OTC,30/05/12,07:46:38,-6.483,89.6,-7.9,-0.06,0.1274,0.2741
ITEX2.0,2,OTC,30/05/12,08:46:39,-5.605,88.9,-7.2,-0.088,0.1274,0.2734
ITEX2.0,2,OTC,30/05/12,09:46:40,1.67,85.1,-0.6,-0.116,0.1267,0.2727
ITEX2.0,2,OTC,30/05/12,10:46:41,7.82,56.8,-0.2,-0.06,0.1252,0.2719
ITEX2.0,2,OTC,30/05/12,11:46:42,11.807,41.4,-0.9,-0.004,0.1259,0.2719
ITEX2.0,2,OTC,30/05/12,12:46:43,11.492,36.9,-2.7,-0.004,0.1259,0.2712
ITEX2.0,2,OTC,30/05/12,13:46:44,12.485,37.9,-1.5,-0.004,0.1259,0.2719
ITEX2.0,2,OTC,30/05/12,14:46:45,14.457,42.8,2,0.107,0.1288,0.2712
ITEX2.0,2,OTC,30/05/12,15:46:46,14.314,49.4,3.9,0.55,0.1325,0.2719
ITEX2.0,2,OTC,30/05/12,16:46:47,11.248,52.8,2,0.907,0.1332,0.2719
ITEX2.0,2,OTC,30/05/12,17:46:48,1.507,67.4,-3.9,0.989,0.1332,0.2727
ITEX2.0,2,OTC,30/05/12,18:46:49,-2.625,82,-5.3,0.715,0.1332,0.2727
ITEX2.0,2,OTC,30/05/12,19:46:50,-4.106,86.1,-6.1,0.467,0.1318,0.2727
ITEX2.0,2,OTC,30/05/12,20:46:51,-4.926,86.8,-6.8,0.246,0.1318,0.2727
ITEX2.0,2,OTC,30/05/12,21:46:52,-5.326,87.7,-7.1,0.135,0.131,0.2727
ITEX2.0,2,OTC,30/05/12,22:46:53,-5.326,88.7,-6.9,0.079,0.1303,0.2727
ITEX2.0,2,OTC,30/05/12,23:46:54,-5.636,87.8,-7.3,-0.004,0.1296,0.2719
ITEX2.0,2,OTC,31/05/12,00:46:55,-6.42,84.9,-8.5,-0.06,0.1288,0.2727
ITEX2.0,2,OTC,31/05/12,01:46:56,-5.667,83.4,-8,-0.088,0.1281,0.2719
ITEX2.0,2,OTC,31/05/12,02:46:57,-6.262,84,-8.5,-0.143,0.1274,0.2719
ITEX2.0,2,OTC,31/05/12,03:46:58,-6.547,85.4,-8.6,-0.171,0.1267,0.2712
ITEX2.0,2,OTC,31/05/12,04:46:59,-6.262,84.5,-8.5,-0.199,0.1259,0.2712
ITEX2.0,2,OTC,31/05/12,05:47:00,-0.958,75.6,-4.7,-0.255,0.1259,0.2705
ITEX2.0,2,OTC,31/05/12,06:47:01,-1.958,62.6,-8.1,-0.199,0.1252,0.2705
ITEX2.0,2,OTC,31/05/12,07:47:02,-2.888,65,-8.5,-0.255,0.1245,0.2705
ITEX2.0,2,OTC,31/05/12,08:47:03,0.329,60,-6.5,-0.283,0.1245,0.2698
ITEX2.0,2,OTC,31/05/12,09:47:04,4.402,54.9,-3.9,-0.199,0.1238,0.269
ITEX2.0,2,OTC,31/05/12,10:47:05,7.318,47,-3.2,-0.032,0.123,0.269
ITEX2.0,2,OTC,31/05/12,11:47:06,8.593,44.4,-2.8,0.024,0.123,0.2683
ITEX2.0,2,OTC,31/05/12,12:47:07,9.213,44.9,-2.1,0.384,0.1223,0.2683
