Site,Plot,Treatment,Date,"Time, GMT+11:00","Temp, ÁC( Ambient)","RH, %()","DewPt, ÁC()","Temp, ÁC( 3cmBG)","Water Content, m^3/m^3( 5cmBG)","Water Content, m^3/m^3( 10cmBG)"
ITEX2.0,5,CTL,22/11/10,21:04:52,7.92,83.9,5.4,13.786,0.1804,0.1383
ITEX2.0,5,CTL,22/11/10,22:04:53,3.775,93.1,2.8,12.122,0.179,0.1376
ITEX2.0,5,CTL,22/11/10,23:04:54,7.995,96.5,7.5,10.858,0.179,0.1383
ITEX2.0,5,CTL,23/11/10,00:04:55,9.114,89.4,7.5,10.687,0.179,0.139
ITEX2.0,5,CTL,23/11/10,01:04:56,9.731,89.3,8.1,10.541,0.179,0.139
ITEX2.0,5,CTL,23/11/10,02:04:57,9.015,83.7,6.4,10.296,0.1782,0.139
ITEX2.0,5,CTL,23/11/10,03:04:58,7.745,83,5,9.78,0.1782,0.1383
ITEX2.0,5,CTL,23/11/10,04:04:59,8.22,83.6,5.6,9.238,0.1775,0.139
ITEX2.0,5,CTL,23/11/10,05:05:00,7.469,88,5.6,8.99,0.1775,0.1383
ITEX2.0,5,CTL,23/11/10,06:05:01,7.645,89.7,6.1,8.742,0.1775,0.139
ITEX2.0,5,CTL,23/11/10,07:05:02,10.98,86.7,8.9,8.841,0.1775,0.1397
ITEX2.0,5,CTL,23/11/10,08:05:03,13.57,78.2,9.9,9.632,0.179,0.1405
ITEX2.0,5,CTL,23/11/10,09:05:04,16.177,72.8,11.3,11.443,0.1797,0.1405
ITEX2.0,5,CTL,23/11/10,10:05:05,17.701,68.2,11.8,12.413,0.1811,0.1405
ITEX2.0,5,CTL,23/11/10,11:05:06,19.674,65.1,13,14.912,0.1826,0.1405
ITEX2.0,5,CTL,23/11/10,12:05:07,20.793,58.6,12.4,19.698,0.184,0.1405
ITEX2.0,5,CTL,23/11/10,13:05:08,20.603,53.9,11,23.448,0.184,0.1405
ITEX2.0,5,CTL,23/11/10,14:05:09,21.533,51,11,26.256,0.1848,0.1405
ITEX2.0,5,CTL,23/11/10,15:05:10,20.984,51.6,10.7,27.038,0.1848,0.1405
ITEX2.0,5,CTL,23/11/10,16:05:11,20.579,48.9,9.5,26.842,0.184,0.1405
ITEX2.0,5,CTL,23/11/10,17:05:12,20.436,51.1,10,25.866,0.1826,0.1397
ITEX2.0,5,CTL,23/11/10,18:05:13,16.463,53.2,6.9,24.122,0.1804,0.1383
ITEX2.0,5,CTL,23/11/10,19:05:14,14.194,66.6,8.1,19.888,0.1775,0.1361
ITEX2.0,5,CTL,23/11/10,20:05:15,10.443,73.9,6,16.796,0.1753,0.1347
ITEX2.0,5,CTL,23/11/10,21:05:16,8.045,84.1,5.5,14.481,0.1732,0.1339
ITEX2.0,5,CTL,23/11/10,22:05:17,9.04,87.3,7.1,13.161,0.1732,0.1347
ITEX2.0,5,CTL,23/11/10,23:05:18,9.977,89.4,8.3,12.509,0.1724,0.1347
ITEX2.0,5,CTL,24/11/10,00:05:19,10.663,89.6,9,12.63,0.1724,0.1347
ITEX2.0,5,CTL,24/11/10,01:05:20,9.509,92.8,8.4,12.219,0.1717,0.1347
ITEX2.0,5,CTL,24/11/10,02:05:21,10.1,93.9,9.2,11.565,0.1717,0.1354
ITEX2.0,5,CTL,24/11/10,03:05:22,10.761,92.4,9.6,11.54,0.1717,0.1354
ITEX2.0,5,CTL,24/11/10,04:05:23,10.198,91.3,8.9,11.637,0.171,0.1354
ITEX2.0,5,CTL,24/11/10,05:05:24,10.443,92.1,9.2,11.467,0.1717,0.1354
ITEX2.0,5,CTL,24/11/10,06:05:25,10.736,91.9,9.5,11.54,0.171,0.1354
ITEX2.0,5,CTL,24/11/10,07:05:26,10.687,90.6,9.2,11.734,0.1717,0.1361
ITEX2.0,5,CTL,24/11/10,08:05:27,11.419,91.3,10.1,12.025,0.1717,0.1361
ITEX2.0,5,CTL,24/11/10,09:05:28,13.04,85.4,10.7,13.233,0.1724,0.1361
ITEX2.0,5,CTL,24/11/10,10:05:29,16.439,75.1,12,14.888,0.1739,0.1354
ITEX2.0,5,CTL,24/11/10,11:05:30,17.534,67.4,11.4,16.701,0.1746,0.1354
ITEX2.0,5,CTL,24/11/10,12:05:31,17.938,64.4,11.1,19.555,0.1753,0.1354
ITEX2.0,5,CTL,24/11/10,13:05:32,19.865,61.5,12.3,21.366,0.1753,0.1368
ITEX2.0,5,CTL,24/11/10,14:05:33,17.891,58.1,9.6,23.737,0.1761,0.1354
ITEX2.0,5,CTL,24/11/10,15:05:34,17.13,59.7,9.2,23.304,0.1746,0.1347
ITEX2.0,5,CTL,24/11/10,16:05:35,16.63,61.7,9.3,22.298,0.1746,0.1354
ITEX2.0,5,CTL,24/11/10,17:05:36,17.415,65.5,10.9,21.127,0.1732,0.1347
ITEX2.0,5,CTL,24/11/10,18:05:37,16.582,63.9,9.7,20.793,0.1717,0.1339
ITEX2.0,5,CTL,24/11/10,19:05:38,13.858,74.3,9.4,18.2,0.1681,0.1318
ITEX2.0,5,CTL,24/11/10,20:05:39,11.394,78.9,7.9,16.177,0.1681,0.1318
ITEX2.0,5,CTL,24/11/10,21:05:40,11.2,82.4,8.3,14.337,0.1666,0.1318
ITEX2.0,5,CTL,24/11/10,22:05:41,11.734,81.1,8.6,13.377,0.1666,0.1318
ITEX2.0,5,CTL,24/11/10,23:05:42,11.637,81,8.5,12.775,0.1659,0.1318
ITEX2.0,5,CTL,25/11/10,00:05:43,11.662,80.4,8.4,12.389,0.1659,0.131
ITEX2.0,5,CTL,25/11/10,01:05:44,11.662,79.8,8.3,12.098,0.1652,0.131
ITEX2.0,5,CTL,25/11/10,02:05:45,11.37,80,8.1,11.856,0.1652,0.131
ITEX2.0,5,CTL,25/11/10,03:05:46,11.88,79.9,8.5,11.686,0.1644,0.131
ITEX2.0,5,CTL,25/11/10,04:05:47,11.783,80.7,8.6,11.759,0.1652,0.131
ITEX2.0,5,CTL,25/11/10,05:05:48,11.394,82.5,8.5,11.832,0.1652,0.131
ITEX2.0,5,CTL,25/11/10,06:05:49,10.956,84.5,8.5,11.734,0.1644,0.1303
ITEX2.0,5,CTL,25/11/10,07:05:50,12.896,83.5,10.2,12.025,0.1652,0.131
ITEX2.0,5,CTL,25/11/10,08:05:51,12.509,83.5,9.8,12.944,0.1644,0.131
ITEX2.0,5,CTL,25/11/10,09:05:52,12.968,84.8,10.5,13.209,0.1652,0.131
ITEX2.0,5,CTL,25/11/10,10:05:53,11.078,87.9,9.2,13.449,0.1644,0.1303
ITEX2.0,5,CTL,25/11/10,11:05:54,11.248,90,9.7,13.233,0.1579,0.1267
ITEX2.0,5,CTL,25/11/10,12:05:55,12.122,89.7,10.5,13.57,0.1594,0.1267
ITEX2.0,5,CTL,25/11/10,13:05:56,13.088,90.5,11.6,13.882,0.1594,0.1274
ITEX2.0,5,CTL,25/11/10,14:05:57,12.558,91.9,11.3,14.218,0.1594,0.1281
ITEX2.0,5,CTL,25/11/10,15:05:58,12.871,93.5,11.9,13.954,0.1586,0.1274
ITEX2.0,5,CTL,25/11/10,16:05:59,10.98,97.8,10.7,13.666,0.2095,0.1855
ITEX2.0,5,CTL,25/11/10,17:06:00,10.614,98.6,10.4,13.738,0.2008,0.1695
ITEX2.0,5,CTL,25/11/10,18:06:01,10.271,99.5,10.2,12.63,0.2262,0.2109
ITEX2.0,5,CTL,25/11/10,19:06:02,9.928,99.9,9.9,12.122,0.2225,0.1971
ITEX2.0,5,CTL,25/11/10,20:06:03,9.706,99.3,9.6,11.394,0.2131,0.1819
ITEX2.0,5,CTL,25/11/10,21:06:04,9.583,98.9,9.4,10.785,0.208,0.1746
ITEX2.0,5,CTL,25/11/10,22:06:05,9.509,97.8,9.2,10.565,0.2073,0.1717
ITEX2.0,5,CTL,25/11/10,23:06:06,9.829,98.3,9.6,10.418,0.2058,0.1695
ITEX2.0,5,CTL,26/11/10,00:06:07,9.756,96.7,9.3,10.345,0.2037,0.1681
ITEX2.0,5,CTL,26/11/10,01:06:08,9.583,97.9,9.3,10.198,0.2037,0.1659
ITEX2.0,5,CTL,26/11/10,02:06:09,9.485,98.5,9.3,9.903,0.2037,0.1644
ITEX2.0,5,CTL,26/11/10,03:06:10,9.509,99.1,9.4,9.706,0.2022,0.163
ITEX2.0,5,CTL,26/11/10,04:06:11,9.336,98.6,9.1,9.682,0.2022,0.1615
ITEX2.0,5,CTL,26/11/10,05:06:12,9.41,99.5,9.3,9.485,0.2,0.1608
ITEX2.0,5,CTL,26/11/10,06:06:13,8.693,100,8.7,9.336,0.1986,0.1594
ITEX2.0,5,CTL,26/11/10,07:06:14,12.461,97.5,12.1,9.287,0.1986,0.1586
ITEX2.0,5,CTL,26/11/10,08:06:15,14.96,93,13.9,11.029,0.1978,0.1586
ITEX2.0,5,CTL,26/11/10,09:06:16,15.031,89.3,13.3,13.738,0.1986,0.1579
ITEX2.0,5,CTL,26/11/10,10:06:17,11.807,92.2,10.6,14.673,0.1978,0.1572
ITEX2.0,5,CTL,26/11/10,11:06:18,9.114,99.8,9.1,12.847,0.2363,0.2313
ITEX2.0,5,CTL,26/11/10,12:06:19,9.854,100,9.9,11.88,0.2313,0.2051
ITEX2.0,5,CTL,26/11/10,13:06:20,9.312,100,9.3,12.243,0.2429,0.2196
ITEX2.0,5,CTL,26/11/10,14:06:21,14.721,99.6,14.7,14.505,0.2327,0.2
ITEX2.0,5,CTL,26/11/10,15:06:22,15.724,90.4,14.2,20.817,0.2269,0.1884
ITEX2.0,5,CTL,26/11/10,16:06:23,14.098,85.2,11.7,20.46,0.2196,0.1819
ITEX2.0,5,CTL,26/11/10,17:06:24,13.618,84.2,11,18.081,0.2153,0.1782
ITEX2.0,5,CTL,26/11/10,18:06:25,13.377,78.6,9.7,18.081,0.2138,0.1753
ITEX2.0,5,CTL,26/11/10,19:06:26,10.394,91.3,9,15.366,0.2116,0.1753
ITEX2.0,5,CTL,26/11/10,20:06:27,9.114,98.2,8.9,13.088,0.2233,0.1811
ITEX2.0,5,CTL,26/11/10,21:06:28,8.369,98.6,8.2,11.88,0.2262,0.1862
ITEX2.0,5,CTL,26/11/10,22:06:29,8.916,99.7,8.9,11.2,0.2233,0.184
ITEX2.0,5,CTL,26/11/10,23:06:30,8.817,100,8.8,10.785,0.2211,0.1826
ITEX2.0,5,CTL,27/11/10,00:06:31,8.394,98.9,8.2,10.051,0.2182,0.1797
ITEX2.0,5,CTL,27/11/10,01:06:32,7.945,97.5,7.6,9.361,0.2182,0.1775
ITEX2.0,5,CTL,27/11/10,02:06:33,8.99,99.7,9,9.04,0.2167,0.1761
ITEX2.0,5,CTL,27/11/10,03:06:34,8.866,100,8.9,9.485,0.2153,0.1746
ITEX2.0,5,CTL,27/11/10,04:06:35,8.568,99.8,8.5,9.04,0.2153,0.1739
ITEX2.0,5,CTL,27/11/10,05:06:36,9.361,100,9.4,8.965,0.2138,0.1724
ITEX2.0,5,CTL,27/11/10,06:06:37,9.706,100,9.7,9.657,0.2138,0.1717
ITEX2.0,5,CTL,27/11/10,07:06:38,10.1,100,10.1,10.1,0.2116,0.1702
ITEX2.0,5,CTL,27/11/10,08:06:39,10.834,98.6,10.6,11.175,0.2124,0.1695
ITEX2.0,5,CTL,27/11/10,09:06:40,11.929,95.5,11.2,12.727,0.2131,0.1688
ITEX2.0,5,CTL,27/11/10,10:06:41,12.751,94.5,11.9,13.401,0.2124,0.1681
ITEX2.0,5,CTL,27/11/10,11:06:42,14.409,88.6,12.6,14.816,0.2124,0.1666
ITEX2.0,5,CTL,27/11/10,12:06:43,13.762,84.3,11.2,16.129,0.2124,0.1659
ITEX2.0,5,CTL,27/11/10,13:06:44,15.724,82.4,12.8,16.796,0.2124,0.1659
ITEX2.0,5,CTL,27/11/10,14:06:45,13.329,79.7,9.9,17.32,0.2131,0.1659
ITEX2.0,5,CTL,27/11/10,15:06:46,10.467,85.3,8.1,15.819,0.2124,0.1644
ITEX2.0,5,CTL,27/11/10,16:06:47,10.541,97.3,10.1,14.481,0.2146,0.1717
ITEX2.0,5,CTL,27/11/10,17:06:48,10.198,99.6,10.1,13.257,0.2363,0.1971
ITEX2.0,5,CTL,27/11/10,18:06:49,9.534,99.8,9.5,12.775,0.248,0.2124
ITEX2.0,5,CTL,27/11/10,19:06:50,9.312,100,9.3,11.613,0.2603,0.253
ITEX2.0,5,CTL,27/11/10,20:06:51,9.114,100,9.1,10.956,0.2596,0.2196
ITEX2.0,5,CTL,27/11/10,21:06:52,9.064,100,9.1,10.443,0.2574,0.2102
ITEX2.0,5,CTL,27/11/10,22:06:53,9.114,100,9.1,10.271,0.2632,0.2182
ITEX2.0,5,CTL,27/11/10,23:06:54,9.089,100,9.1,10.173,0.2654,0.2153
ITEX2.0,5,CTL,28/11/10,00:06:55,9.632,100,9.6,10.075,0.2654,0.2196
ITEX2.0,5,CTL,28/11/10,01:06:56,9.682,100,9.7,10.198,0.2625,0.2131
ITEX2.0,5,CTL,28/11/10,02:06:57,9.829,100,9.8,10.247,0.2639,0.2153
ITEX2.0,5,CTL,28/11/10,03:06:58,9.928,100,9.9,10.32,0.2589,0.2044
ITEX2.0,5,CTL,28/11/10,04:06:59,9.977,100,10,10.345,0.2654,0.2095
ITEX2.0,5,CTL,28/11/10,05:07:00,9.952,100,10,10.369,0.2654,0.2087
ITEX2.0,5,CTL,28/11/10,06:07:01,10.149,100,10.2,10.369,0.2712,0.2196
ITEX2.0,5,CTL,28/11/10,07:07:02,9.805,100,9.8,10.467,0.277,0.2284
ITEX2.0,5,CTL,28/11/10,08:07:03,10.296,100,10.3,10.541,0.2814,0.2349
ITEX2.0,5,CTL,28/11/10,09:07:04,11.2,100,11.2,11.37,0.2748,0.2196
ITEX2.0,5,CTL,28/11/10,10:07:05,10.492,100,10.5,12.968,0.261,0.2037
ITEX2.0,5,CTL,28/11/10,11:07:06,14.266,100,14.3,15.7,0.2545,0.1978
ITEX2.0,5,CTL,28/11/10,12:07:07,12.34,100,12.4,18.2,0.2516,0.1935
ITEX2.0,5,CTL,28/11/10,13:07:08,11.078,100,11.1,16.987,0.2487,0.1928
ITEX2.0,5,CTL,28/11/10,14:07:09,10.394,100,10.4,16.344,0.2458,0.1906
ITEX2.0,5,CTL,28/11/10,15:07:10,9.706,100,9.7,14.266,0.2843,0.2392
ITEX2.0,5,CTL,28/11/10,16:07:11,8.916,100,8.9,13.57,0.2625,0.2095
ITEX2.0,5,CTL,28/11/10,17:07:12,7.494,100,7.5,13.016,0.2552,0.2
ITEX2.0,5,CTL,28/11/10,18:07:13,6.484,100,6.5,11.71,0.2487,0.1942
ITEX2.0,5,CTL,28/11/10,19:07:14,4.869,100,4.9,10.296,0.2458,0.1913
ITEX2.0,5,CTL,28/11/10,20:07:15,4.714,100,4.7,8.916,0.2487,0.1906
ITEX2.0,5,CTL,28/11/10,21:07:16,4.089,100,4.1,8.045,0.2494,0.1913
ITEX2.0,5,CTL,28/11/10,22:07:17,3.512,100,3.5,7.444,0.2458,0.1891
ITEX2.0,5,CTL,28/11/10,23:07:18,3.485,100,3.5,6.99,0.2414,0.187
ITEX2.0,5,CTL,29/11/10,00:07:19,3.564,100,3.6,6.763,0.2385,0.1855
ITEX2.0,5,CTL,29/11/10,01:07:20,3.459,100,3.5,6.56,0.2371,0.1848
ITEX2.0,5,CTL,29/11/10,02:07:21,3.591,100,3.6,6.382,0.2356,0.1833
ITEX2.0,5,CTL,29/11/10,03:07:22,3.67,100,3.7,6.331,0.2349,0.1826
ITEX2.0,5,CTL,29/11/10,04:07:23,3.591,100,3.6,6.204,0.2342,0.1819
ITEX2.0,5,CTL,29/11/10,05:07:24,3.538,100,3.5,6.051,0.2371,0.1819
ITEX2.0,5,CTL,29/11/10,06:07:25,3.617,100,3.6,5.975,0.2371,0.1819
ITEX2.0,5,CTL,29/11/10,07:07:26,3.459,100,3.5,5.975,0.2378,0.1819
ITEX2.0,5,CTL,29/11/10,08:07:27,2.877,100,2.9,5.796,0.24,0.1826
ITEX2.0,5,CTL,29/11/10,09:07:28,3.775,100,3.8,6.306,0.24,0.1826
ITEX2.0,5,CTL,29/11/10,10:07:29,3.985,100,4,6.94,0.2371,0.1819
ITEX2.0,5,CTL,29/11/10,11:07:30,4.558,100,4.6,7.217,0.2356,0.1811
ITEX2.0,5,CTL,29/11/10,12:07:31,5.076,100,5.1,7.368,0.2342,0.1804
ITEX2.0,5,CTL,29/11/10,13:07:32,8.444,100,8.5,9.213,0.2349,0.1804
ITEX2.0,5,CTL,29/11/10,14:07:33,7.77,100,7.8,13.04,0.2371,0.1804
ITEX2.0,5,CTL,29/11/10,15:07:34,6.864,100,6.9,13.016,0.2356,0.1804
ITEX2.0,5,CTL,29/11/10,16:07:35,6.102,100,6.1,11.565,0.2334,0.1804
ITEX2.0,5,CTL,29/11/10,17:07:36,5.872,100,5.9,10.247,0.2327,0.1797
ITEX2.0,5,CTL,29/11/10,18:07:37,5.205,100,5.2,9.361,0.2313,0.179
ITEX2.0,5,CTL,29/11/10,19:07:38,4.428,100,4.4,8.494,0.232,0.179
ITEX2.0,5,CTL,29/11/10,20:07:39,4.063,100,4.1,7.494,0.2313,0.1782
ITEX2.0,5,CTL,29/11/10,21:07:40,3.932,100,3.9,6.889,0.2342,0.179
ITEX2.0,5,CTL,29/11/10,22:07:41,3.854,100,3.9,6.509,0.2342,0.1782
ITEX2.0,5,CTL,29/11/10,23:07:42,3.932,100,3.9,6.382,0.2334,0.1782
ITEX2.0,5,CTL,30/11/10,00:07:43,3.827,100,3.8,6.306,0.232,0.1775
ITEX2.0,5,CTL,30/11/10,01:07:44,3.88,100,3.9,6.23,0.2313,0.1775
ITEX2.0,5,CTL,30/11/10,02:07:45,3.88,100,3.9,6.255,0.2305,0.1768
ITEX2.0,5,CTL,30/11/10,03:07:46,4.115,100,4.1,6.306,0.2298,0.1761
ITEX2.0,5,CTL,30/11/10,04:07:47,4.22,100,4.2,6.306,0.2291,0.1753
ITEX2.0,5,CTL,30/11/10,05:07:48,4.376,100,4.4,6.281,0.2284,0.1753
ITEX2.0,5,CTL,30/11/10,06:07:49,5.77,100,5.8,6.458,0.2305,0.1761
ITEX2.0,5,CTL,30/11/10,07:07:50,6.026,100,6,6.965,0.2378,0.1768
ITEX2.0,5,CTL,30/11/10,08:07:51,7.695,100,7.7,8.22,0.2363,0.1775
ITEX2.0,5,CTL,30/11/10,09:07:52,10.638,100,10.7,10.296,0.2363,0.1768
ITEX2.0,5,CTL,30/11/10,10:07:53,10.443,100,10.5,12.122,0.2363,0.1761
ITEX2.0,5,CTL,30/11/10,11:07:54,13.882,99.7,13.9,14.553,0.2371,0.1739
ITEX2.0,5,CTL,30/11/10,12:07:55,10.59,99.7,10.6,15.939,0.2349,0.1732
ITEX2.0,5,CTL,30/11/10,13:07:56,11.953,99.9,12,15.318,0.2334,0.1724
ITEX2.0,5,CTL,30/11/10,14:07:57,12.63,97.1,12.2,16.987,0.2334,0.1724
ITEX2.0,5,CTL,30/11/10,15:07:58,10.026,97.2,9.6,16.249,0.2313,0.1717
ITEX2.0,5,CTL,30/11/10,16:07:59,9.163,99.9,9.2,13.762,0.2291,0.171
ITEX2.0,5,CTL,30/11/10,17:08:00,8.817,100,8.8,12.437,0.2262,0.1775
ITEX2.0,5,CTL,30/11/10,18:08:01,8.369,100,8.4,11.297,0.2625,0.1891
ITEX2.0,5,CTL,30/11/10,19:08:02,8.07,100,8.1,10.614,0.2574,0.1935
ITEX2.0,5,CTL,30/11/10,20:08:03,7.72,100,7.7,10.001,0.2748,0.2116
ITEX2.0,5,CTL,30/11/10,21:08:04,7.619,100,7.6,9.435,0.2676,0.2131
ITEX2.0,5,CTL,30/11/10,22:08:05,7.519,100,7.5,9.139,0.2647,0.2087
ITEX2.0,5,CTL,30/11/10,23:08:06,7.494,100,7.5,8.965,0.2618,0.2044
ITEX2.0,5,CTL,01/12/10,00:08:07,7.544,100,7.6,8.841,0.2603,0.2029
ITEX2.0,5,CTL,01/12/10,01:08:08,7.67,100,7.7,8.841,0.2523,0.1978
ITEX2.0,5,CTL,01/12/10,02:08:09,7.67,100,7.7,8.817,0.248,0.1935
ITEX2.0,5,CTL,01/12/10,03:08:10,7.845,100,7.9,8.792,0.2465,0.192
ITEX2.0,5,CTL,01/12/10,04:08:11,8.145,100,8.2,8.792,0.2451,0.1899
ITEX2.0,5,CTL,01/12/10,05:08:12,8.045,100,8.1,8.841,0.2422,0.1877
ITEX2.0,5,CTL,01/12/10,06:08:13,7.82,100,7.8,8.817,0.2407,0.1862
ITEX2.0,5,CTL,01/12/10,07:08:14,8.444,100,8.5,8.916,0.2385,0.1848
ITEX2.0,5,CTL,01/12/10,08:08:15,9.854,100,9.9,9.977,0.2378,0.1833
ITEX2.0,5,CTL,01/12/10,09:08:16,9.04,100,9,11.467,0.2371,0.1826
ITEX2.0,5,CTL,01/12/10,10:08:17,9.952,100,10,11.686,0.2363,0.1811
ITEX2.0,5,CTL,01/12/10,11:08:18,9.952,100,10,12.485,0.2349,0.1811
ITEX2.0,5,CTL,01/12/10,12:08:19,10.075,100,10.1,13.016,0.2385,0.1826
ITEX2.0,5,CTL,01/12/10,13:08:20,11.005,100,11,13.137,0.2472,0.184
ITEX2.0,5,CTL,01/12/10,14:08:21,11.953,100,12,14.936,0.2509,0.187
ITEX2.0,5,CTL,01/12/10,15:08:22,10.492,100,10.5,15.223,0.2494,0.1884
ITEX2.0,5,CTL,01/12/10,16:08:23,11.71,100,11.7,15.175,0.2516,0.1906
ITEX2.0,5,CTL,01/12/10,17:08:24,10.394,100,10.4,14.433,0.2487,0.1891
ITEX2.0,5,CTL,01/12/10,18:08:25,10.394,100,10.4,13.112,0.2436,0.1884
ITEX2.0,5,CTL,01/12/10,19:08:26,10.198,100,10.2,12.364,0.256,0.1942
ITEX2.0,5,CTL,01/12/10,20:08:27,9.485,100,9.5,11.807,0.2494,0.1913
ITEX2.0,5,CTL,01/12/10,21:08:28,9.435,100,9.4,10.932,0.2451,0.1891
ITEX2.0,5,CTL,01/12/10,22:08:29,9.312,100,9.3,10.32,0.2422,0.187
ITEX2.0,5,CTL,01/12/10,23:08:30,8.817,100,8.8,9.829,0.24,0.1848
ITEX2.0,5,CTL,02/12/10,00:08:31,8.519,100,8.5,9.114,0.2385,0.184
ITEX2.0,5,CTL,02/12/10,01:08:32,8.444,100,8.5,8.792,0.2371,0.1826
ITEX2.0,5,CTL,02/12/10,02:08:33,9.163,100,9.2,8.841,0.2371,0.1804
ITEX2.0,5,CTL,02/12/10,03:08:34,9.188,100,9.2,9.361,0.2385,0.1811
ITEX2.0,5,CTL,02/12/10,04:08:35,8.99,100,9,9.509,0.2422,0.1826
ITEX2.0,5,CTL,02/12/10,05:08:36,8.916,100,8.9,9.46,0.2407,0.1819
ITEX2.0,5,CTL,02/12/10,06:08:37,8.891,100,8.9,9.41,0.2385,0.1811
ITEX2.0,5,CTL,02/12/10,07:08:38,9.386,100,9.4,9.583,0.2378,0.1804
ITEX2.0,5,CTL,02/12/10,08:08:39,9.78,100,9.8,10.271,0.2407,0.1811
ITEX2.0,5,CTL,02/12/10,09:08:40,10.663,100,10.7,11.37,0.24,0.1811
ITEX2.0,5,CTL,02/12/10,10:08:41,12.63,100,12.6,12.847,0.24,0.1811
ITEX2.0,5,CTL,02/12/10,11:08:42,13.522,99.2,13.4,15.247,0.2414,0.1804
ITEX2.0,5,CTL,02/12/10,12:08:43,17.653,93.4,16.6,16.773,0.2414,0.1797
ITEX2.0,5,CTL,02/12/10,13:08:44,15.939,89.9,14.3,18.652,0.2392,0.179
ITEX2.0,5,CTL,02/12/10,14:08:45,17.724,82.8,14.8,21.604,0.2407,0.1775
ITEX2.0,5,CTL,02/12/10,15:08:46,14.649,77.1,10.7,22.25,0.2385,0.1768
ITEX2.0,5,CTL,02/12/10,16:08:47,9.682,88,7.8,17.082,0.2349,0.1797
ITEX2.0,5,CTL,02/12/10,17:08:48,7.82,96.8,7.4,13.305,0.277,0.1957
ITEX2.0,5,CTL,02/12/10,18:08:49,10.198,97.2,9.8,12.074,0.2705,0.2116
ITEX2.0,5,CTL,02/12/10,19:08:50,11.248,91.4,9.9,13.666,0.2589,0.2
ITEX2.0,5,CTL,02/12/10,20:08:51,9.04,92.2,7.9,12.243,0.253,0.1942
ITEX2.0,5,CTL,02/12/10,21:08:52,8.965,97.7,8.6,10.834,0.2516,0.192
ITEX2.0,5,CTL,02/12/10,22:08:53,9.435,97.6,9.1,10.149,0.248,0.192
ITEX2.0,5,CTL,02/12/10,23:08:54,9.829,98.9,9.7,10.247,0.2451,0.1957
ITEX2.0,5,CTL,03/12/10,00:08:55,9.04,99.7,9,10.247,0.2654,0.2109
ITEX2.0,5,CTL,03/12/10,01:08:56,8.469,99.9,8.5,9.756,0.2552,0.2066
ITEX2.0,5,CTL,03/12/10,02:08:57,7.795,100,7.8,9.213,0.2494,0.2015
ITEX2.0,5,CTL,03/12/10,03:08:58,7.569,99.3,7.5,8.444,0.2472,0.1993
ITEX2.0,5,CTL,03/12/10,04:08:59,6.889,97.9,6.6,7.87,0.2436,0.1964
ITEX2.0,5,CTL,03/12/10,05:09:00,7.645,98.2,7.4,7.594,0.2414,0.1942
ITEX2.0,5,CTL,03/12/10,06:09:01,9.114,99.2,9,7.97,0.2407,0.1913
ITEX2.0,5,CTL,03/12/10,07:09:02,10.541,100,10.6,9.336,0.2407,0.1899
ITEX2.0,5,CTL,03/12/10,08:09:03,12.268,99.2,12.2,10.98,0.2392,0.1884
ITEX2.0,5,CTL,03/12/10,09:09:04,15.557,94.2,14.6,12.437,0.24,0.1862
ITEX2.0,5,CTL,03/12/10,10:09:05,17.082,86.5,14.8,13.594,0.2414,0.1848
ITEX2.0,5,CTL,03/12/10,11:09:06,18.961,79.4,15.3,16.915,0.2429,0.1833
ITEX2.0,5,CTL,03/12/10,12:09:07,19.77,77.2,15.7,19.175,0.2422,0.1862
ITEX2.0,5,CTL,03/12/10,13:09:08,18.295,74.5,13.7,20.674,0.2429,0.1855
ITEX2.0,5,CTL,03/12/10,14:09:09,17.558,64.9,10.9,23.28,0.2436,0.1913
ITEX2.0,5,CTL,03/12/10,15:09:10,19.508,74.5,14.9,19.817,0.24,0.1913
ITEX2.0,5,CTL,03/12/10,16:09:11,19.46,67.2,13.2,21.987,0.2414,0.1928
ITEX2.0,5,CTL,03/12/10,17:09:12,14.816,65.8,8.5,21.151,0.2371,0.1899
ITEX2.0,5,CTL,03/12/10,18:09:13,13.546,73.7,9,17.748,0.2342,0.1899
ITEX2.0,5,CTL,03/12/10,19:09:14,12.799,77.9,9.1,15.748,0.232,0.1913
ITEX2.0,5,CTL,03/12/10,20:09:15,7.544,86.2,5.4,13.954,0.2298,0.187
ITEX2.0,5,CTL,03/12/10,21:09:16,7.92,96.8,7.5,11.71,0.2284,0.1848
ITEX2.0,5,CTL,03/12/10,22:09:17,11.175,98.4,10.9,11.492,0.2284,0.1848
ITEX2.0,5,CTL,03/12/10,23:09:18,9.805,98.5,9.6,11.832,0.2356,0.192
ITEX2.0,5,CTL,04/12/10,00:09:19,8.394,99.1,8.3,11.273,0.2487,0.192
ITEX2.0,5,CTL,04/12/10,01:09:20,7.569,99.4,7.5,10.394,0.2777,0.2051
ITEX2.0,5,CTL,04/12/10,02:09:21,6.585,99.3,6.5,9.509,0.2625,0.2066
ITEX2.0,5,CTL,04/12/10,03:09:22,8.22,97.9,7.9,8.916,0.2545,0.2037
ITEX2.0,5,CTL,04/12/10,04:09:23,8.742,98.5,8.5,8.817,0.2501,0.2015
ITEX2.0,5,CTL,04/12/10,05:09:24,9.41,99.6,9.4,9.386,0.2494,0.2008
ITEX2.0,5,CTL,04/12/10,06:09:25,9.064,100,9.1,9.534,0.248,0.2
